83,72,10,2.2
83,72,8,1.5
83,73,8,1.8
85,74,9,2.7
86,76,10,4.4
87,78,8,1.9
87,78,11,3.4
88,78,13,4.0
87,77,11,5.5
87,76,13,5.1
85,75,13,5.3
83,73,13,3.4
