83,74,12,2.6
84,74,9,2
85,74,9,1.8
86,75,12,2.5
87,77,10,3.7
88,77,8,2.4
89,79,12,2.8
89,79,14,3.9
89,79,14,5.5
88,78,14,4.4
86,77,5.9,15
85,75,13,3.7
